claim_id,policy_id,loss_date,report_date,loss_hour,paid_amount,claimant_phone,repair_shop,days_since_inception,true_label
CLM50280,POL101768,2024-11-25,2024-11-27,7,3921.56,555-5143,Pioneer Collision,293,honest
CLM50281,POL101774,2025-04-10,2025-04-14,15,1653.8,555-7162,Astor Collision,48,honest
CLM50282,POL101776,2025-04-30,2025-04-30,13,6012.23,555-2669,Pioneer Collision,81,honest
CLM50283,POL101793,2024-12-08,2024-12-11,12,3291.58,555-7257,Fulton Collision,131,honest
CLM50284,POL101801,2025-04-19,2025-04-21,10,4138.61,555-6948,Maple Collision,29,honest
CLM50285,POL101820,2025-03-17,2025-03-22,14,5487.97,555-6852,Pioneer Collision,99,honest
CLM50286,POL101827,2024-06-09,2024-06-13,21,10970.69,555-8438,Union Collision,121,honest
CLM50287,POL101833,2024-05-20,2024-05-24,10,2527.89,555-4128,Union Collision,75,honest
CLM50288,POL101835,2025-09-08,2025-09-13,20,2117.43,555-9614,Grand Collision,470,honest
CLM50289,POL101847,2025-10-25,2025-10-28,11,4476.73,555-3327,Harbor Collision,180,honest
CLM50290,POL101861,2024-11-05,2024-11-08,9,1342.47,555-6093,Grand Collision,260,honest
CLM50291,POL101881,2025-12-31,2025-12-31,18,7702.45,555-8238,Maple Collision,404,honest
CLM50292,POL101900,2025-10-12,2025-10-13,14,3605.99,555-9140,Harbor Collision,368,honest
CLM50293,POL101905,2025-10-16,2025-10-17,18,4227.44,555-9194,Maple Collision,600,honest
CLM50294,POL101906,2025-09-17,2025-09-18,9,1772.56,555-5988,Grand Collision,110,honest
CLM50295,POL101907,2025-05-14,2025-05-15,18,3847.77,555-6439,Summit Collision,8,honest
CLM50296,POL101914,2024-10-12,2024-10-17,21,5519.47,555-3717,Union Collision,209,inflated
CLM50297,POL101931,2025-03-03,2025-03-03,19,6700.01,555-2133,Harbor Collision,10,honest
CLM50298,POL101933,2024-12-18,2024-12-20,21,9855.23,555-5635,Astor Collision,57,honest
CLM50299,POL101937,2025-10-11,2025-10-14,6,4238.75,555-5681,Astor Collision,339,honest
CLM50300,POL101939,2025-04-06,2025-04-08,6,6430.07,555-8408,Pioneer Collision,2,honest
CLM50301,POL101942,2025-03-22,2025-03-22,10,11063.65,555-4602,Fulton Collision,12,honest
CLM50302,POL101943,2024-09-05,2024-09-08,9,4185.17,555-6766,Summit Collision,3,honest
CLM50303,POL101964,2025-08-26,2025-08-26,14,13592.51,555-3809,Pioneer Collision,492,honest
CLM50304,POL101971,2025-11-06,2025-11-06,21,3259.8,555-2409,Maple Collision,377,honest
CLM50305,POL101995,2025-03-09,2025-03-11,11,16271.83,555-4631,Union Collision,58,inflated
CLM50306,POL102003,2025-11-29,2025-11-29,13,3512.58,555-9558,Grand Collision,345,honest
CLM50307,POL102004,2025-01-01,2025-01-06,9,12166.45,555-4766,Summit Collision,232,honest
CLM50308,POL102016,2024-08-23,2024-08-27,9,4445.85,555-2546,Sunrise Collision,229,honest
CLM50309,POL102021,2025-12-23,2025-12-28,19,2019.16,555-2038,Astor Collision,517,honest
CLM50310,POL102023,2025-05-11,2025-05-14,20,2275.07,555-3098,Harbor Collision,6,honest
CLM50311,POL102032,2024-10-15,2024-10-18,21,3470.7,555-4843,Bergen Collision,201,honest
CLM50312,POL102036,2025-12-10,2025-12-14,22,6810.0,555-2163,Union Collision,683,honest
CLM50313,POL102037,2025-04-17,2025-04-22,15,2778.46,555-6206,Maple Collision,321,honest
CLM50314,POL102056,2025-05-22,2025-05-26,9,3355.16,555-6721,Bergen Collision,248,honest
CLM50315,POL102059,2024-03-20,2024-03-21,9,4461.85,555-6970,Astor Collision,42,honest
CLM50316,POL102067,2025-09-17,2025-09-17,13,1180.82,555-5681,Summit Collision,341,honest
CLM50317,POL102072,2025-07-20,2025-07-25,16,4145.63,555-9651,Fulton Collision,51,honest
CLM50318,POL102076,2024-06-29,2024-07-03,15,3864.74,555-4885,Pioneer Collision,100,honest
CLM50319,POL102084,2025-09-27,2025-10-01,19,3019.62,555-7298,Pioneer Collision,227,honest
CLM50320,POL102103,2024-11-20,2024-11-20,2,5806.55,555-0103,Shop D Auto Body,44,ring
CLM50321,POL102126,2025-09-29,2025-09-30,22,4874.14,555-4930,Harbor Collision,356,inflated
CLM50322,POL102149,2024-09-26,2024-09-26,17,2647.21,555-3565,Fulton Collision,121,honest
CLM50323,POL102153,2025-10-22,2025-10-22,21,9252.28,555-4754,Astor Collision,620,honest
CLM50324,POL102160,2025-09-17,2025-09-18,20,3373.34,555-6518,Harbor Collision,371,honest
CLM50325,POL102165,2025-08-05,2025-08-07,19,15362.71,555-2466,Pioneer Collision,269,honest
CLM50326,POL102167,2025-07-21,2025-07-21,14,5563.94,555-8180,Pioneer Collision,156,honest
CLM50327,POL102185,2024-04-02,2024-04-03,2,6649.57,555-0102,Shop C Auto Body,15,ring
CLM50328,POL102190,2025-01-06,2025-01-10,16,4806.74,555-3818,Pioneer Collision,91,honest
CLM50329,POL102196,2025-01-20,2025-01-20,23,11491.1,555-0101,Shop B Auto Body,45,ring
CLM50330,POL102198,2024-03-06,2024-03-10,14,7356.89,555-5366,Bergen Collision,13,honest
CLM50331,POL102208,2025-11-10,2025-11-15,9,6302.09,555-3460,Fulton Collision,380,honest
CLM50332,POL102209,2025-02-10,2025-02-10,9,2521.73,555-8743,Maple Collision,70,honest
CLM50333,POL102220,2025-01-05,2025-01-05,1,11228.5,555-0101,Shop B Auto Body,25,ring
CLM50334,POL102261,2025-01-30,2025-02-03,17,25925.06,555-9332,Astor Collision,237,honest
CLM50335,POL102262,2024-03-01,2024-03-04,12,4880.6,555-6711,Harbor Collision,26,inflated
CLM50336,POL102267,2025-11-17,2025-11-19,20,1802.71,555-4693,Pioneer Collision,395,honest
CLM50337,POL102269,2024-04-16,2024-04-21,20,1844.75,555-4619,Astor Collision,53,honest
CLM50338,POL102273,2024-11-13,2024-11-14,14,8128.23,555-9574,Harbor Collision,130,honest
CLM50339,POL102286,2024-09-11,2024-09-16,17,3367.67,555-2306,Astor Collision,60,honest
CLM50340,POL102287,2025-10-27,2025-10-31,6,3037.28,555-9757,Fulton Collision,665,honest
CLM50341,POL102298,2025-05-02,2025-05-02,10,2277.51,555-8049,Grand Collision,132,honest
CLM50342,POL102302,2025-08-20,2025-08-20,21,3168.18,555-7672,Sunrise Collision,567,honest
CLM50343,POL102308,2025-07-07,2025-07-07,9,1862.75,555-2274,Grand Collision,120,honest
CLM50344,POL102320,2024-06-20,2024-06-25,16,2263.8,555-8888,Pioneer Collision,142,honest
CLM50345,POL102322,2025-05-06,2025-05-08,22,13494.75,555-2012,Summit Collision,314,honest
CLM50346,POL102324,2025-09-13,2025-09-15,20,4101.74,555-6011,Union Collision,189,honest
CLM50347,POL102335,2025-04-24,2025-04-27,13,6815.05,555-5810,Grand Collision,392,honest
CLM50348,POL102357,2024-09-28,2024-09-28,21,6952.72,555-7179,Grand Collision,5,honest
CLM50349,POL102360,2024-06-12,2024-06-13,13,1402.7,555-4094,Summit Collision,10,honest
CLM50350,POL102374,2025-05-16,2025-05-19,17,1878.09,555-9081,Union Collision,125,honest
CLM50351,POL102376,2025-12-22,2025-12-27,20,5296.64,555-2952,Summit Collision,560,honest
CLM50352,POL102388,2025-07-26,2025-07-27,18,5502.21,555-9150,Fulton Collision,62,honest
CLM50353,POL102397,2024-12-06,2024-12-07,9,3152.45,555-3730,Sunrise Collision,181,honest
CLM50354,POL102399,2025-02-28,2025-03-01,19,4587.88,555-8144,Sunrise Collision,413,honest
CLM50355,POL102400,2025-09-14,2025-09-19,16,5150.28,555-7818,Maple Collision,594,honest
CLM50356,POL102403,2025-12-04,2025-12-06,16,3485.61,555-3235,Summit Collision,222,honest
CLM50357,POL102404,2025-11-03,2025-11-04,7,6824.79,555-7657,Bergen Collision,173,honest
CLM50358,POL102405,2025-06-21,2025-06-23,9,6387.64,555-4785,Harbor Collision,150,honest
CLM50359,POL102408,2025-11-16,2025-11-20,9,2208.96,555-8580,Maple Collision,178,honest
CLM50360,POL102411,2025-04-21,2025-04-21,20,9500.07,555-9327,Fulton Collision,424,honest
CLM50361,POL102414,2024-09-29,2024-10-04,21,3496.7,555-4708,Union Collision,234,honest
CLM50362,POL102447,2025-10-11,2025-10-15,9,6250.18,555-8514,Astor Collision,136,honest
CLM50363,POL102462,2025-07-16,2025-07-19,17,15894.42,555-2409,Bergen Collision,322,honest
CLM50364,POL102467,2025-11-10,2025-11-12,10,1640.4,555-4287,Maple Collision,597,honest
CLM50365,POL102470,2025-10-08,2025-10-09,21,2112.18,555-6451,Pioneer Collision,480,honest
CLM50366,POL102477,2025-11-07,2025-11-08,22,7222.65,555-3737,Bergen Collision,320,honest
CLM50367,POL102495,2024-10-14,2024-10-17,8,2349.14,555-4785,Grand Collision,33,honest
CLM50368,POL102505,2025-01-20,2025-01-21,15,4973.49,555-5694,Union Collision,274,honest
CLM50369,POL102514,2025-05-01,2025-05-03,20,4824.37,555-3354,Fulton Collision,189,honest
CLM50370,POL102526,2025-06-14,2025-06-19,19,6189.61,555-6788,Fulton Collision,372,honest
CLM50371,POL102537,2025-12-24,2025-12-25,10,2129.44,555-2251,Fulton Collision,205,honest
CLM50372,POL102538,2025-10-27,2025-11-01,7,3978.95,555-7331,Sunrise Collision,648,honest
CLM50373,POL102539,2025-02-15,2025-02-15,6,23536.58,555-4642,Fulton Collision,256,honest
CLM50374,POL102547,2025-05-09,2025-05-10,12,13725.19,555-2381,Sunrise Collision,330,honest
CLM50375,POL102550,2025-04-16,2025-04-19,20,11078.71,555-8904,Harbor Collision,24,honest
CLM50376,POL102554,2025-03-28,2025-03-30,14,2713.6,555-3963,Harbor Collision,198,honest
CLM50377,POL102555,2025-09-15,2025-09-16,17,1460.16,555-7594,Pioneer Collision,239,honest
CLM50378,POL102556,2025-01-27,2025-01-31,19,20919.01,555-2017,Grand Collision,147,inflated
CLM50379,POL102559,2025-12-06,2025-12-07,18,7362.21,555-9645,Summit Collision,558,inflated
CLM50380,POL102560,2025-03-18,2025-03-21,15,4386.87,555-7610,Astor Collision,238,honest
CLM50381,POL102575,2025-06-15,2025-06-18,19,4698.81,555-4982,Grand Collision,120,honest
CLM50382,POL102583,2025-07-26,2025-07-31,10,3694.67,555-5524,Astor Collision,82,honest
CLM50383,POL102595,2024-11-03,2024-11-08,7,8248.16,555-4498,Pioneer Collision,57,honest
CLM50384,POL102602,2025-05-28,2025-05-28,13,13289.11,555-6287,Astor Collision,351,honest
CLM50385,POL102605,2024-11-06,2024-11-06,7,11871.54,555-2589,Union Collision,143,inflated
CLM50386,POL102606,2024-12-08,2024-12-08,11,5813.65,555-4082,Summit Collision,47,honest
CLM50387,POL102607,2025-07-31,2025-08-04,8,2503.0,555-9325,Summit Collision,380,honest
CLM50388,POL102609,2025-10-24,2025-10-29,12,4103.44,555-2458,Grand Collision,504,honest
CLM50389,POL102612,2025-08-22,2025-08-24,12,28023.05,555-2352,Harbor Collision,400,honest
CLM50390,POL102615,2024-10-21,2024-10-22,9,1896.27,555-9679,Fulton Collision,10,inflated
CLM50391,POL102627,2025-07-13,2025-07-13,1,15077.18,555-0102,Shop C Auto Body,23,ring
CLM50392,POL102647,2024-05-21,2024-05-22,1,6109.07,555-0103,Shop D Auto Body,37,ring
CLM50393,POL102650,2025-05-28,2025-05-31,11,3850.35,555-5955,Astor Collision,60,honest
CLM50394,POL102653,2025-02-15,2025-02-17,17,4100.75,555-6709,Maple Collision,383,honest
CLM50395,POL102654,2025-12-31,2025-12-31,14,4339.98,555-3652,Summit Collision,246,honest
CLM50396,POL102678,2025-03-30,2025-04-03,8,4075.97,555-4547,Pioneer Collision,297,honest
CLM50397,POL102685,2025-05-24,2025-05-29,15,2035.19,555-8890,Summit Collision,496,honest
CLM50398,POL102686,2025-03-21,2025-03-24,14,8566.94,555-2332,Bergen Collision,22,honest
CLM50399,POL102687,2025-09-10,2025-09-11,9,1731.71,555-5290,Maple Collision,127,honest
CLM50400,POL102690,2025-01-23,2025-01-23,21,3533.19,555-6020,Grand Collision,35,honest
CLM50401,POL102701,2025-11-21,2025-11-24,19,4848.73,555-8508,Astor Collision,199,honest
CLM50402,POL102704,2025-08-19,2025-08-19,9,6249.49,555-4905,Union Collision,138,inflated
CLM50403,POL102709,2025-08-15,2025-08-15,18,6385.18,555-5132,Grand Collision,67,honest
CLM50404,POL102721,2024-12-11,2024-12-11,15,2672.47,555-8130,Union Collision,240,honest
CLM50405,POL102724,2025-01-18,2025-01-21,8,6248.68,555-2336,Harbor Collision,319,honest
CLM50406,POL102725,2025-07-31,2025-08-01,16,8592.57,555-7793,Harbor Collision,102,honest
CLM50407,POL102727,2025-06-28,2025-06-30,8,1577.69,555-5054,Maple Collision,138,honest
CLM50408,POL102729,2025-03-18,2025-03-20,20,4389.22,555-7207,Summit Collision,268,honest
CLM50409,POL102755,2024-11-11,2024-11-11,16,11512.58,555-8019,Bergen Collision,58,honest
CLM50410,POL102756,2024-04-12,2024-04-17,17,7438.1,555-2822,Bergen Collision,98,honest
CLM50411,POL102758,2025-09-15,2025-09-15,16,3444.53,555-5315,Fulton Collision,80,honest
CLM50412,POL102760,2025-10-08,2025-10-08,8,6860.96,555-8869,Pioneer Collision,262,honest
CLM50413,POL102789,2025-10-11,2025-10-13,18,2094.71,555-5872,Sunrise Collision,149,honest
CLM50414,POL102792,2025-07-15,2025-07-17,11,9296.38,555-6967,Fulton Collision,295,honest
CLM50415,POL102793,2025-11-25,2025-11-29,15,3241.97,555-4491,Astor Collision,156,honest
CLM50416,POL102797,2024-11-25,2024-11-28,21,3791.37,555-6763,Harbor Collision,85,honest
CLM50417,POL102798,2025-05-13,2025-05-18,15,5069.64,555-8068,Grand Collision,22,honest
CLM50418,POL102805,2024-07-06,2024-07-07,19,6009.1,555-7290,Harbor Collision,46,honest
CLM50419,POL102818,2024-12-03,2024-12-06,16,16030.85,555-9354,Astor Collision,193,honest
CLM50420,POL102833,2025-05-17,2025-05-18,23,11651.85,555-0104,Shop E Auto Body,14,ring
CLM50421,POL102842,2025-06-25,2025-06-26,17,10159.11,555-4425,Union Collision,227,honest
CLM50422,POL102843,2025-04-07,2025-04-12,15,3978.5,555-7644,Sunrise Collision,47,honest
CLM50423,POL102849,2025-01-02,2025-01-03,6,2729.51,555-2461,Sunrise Collision,58,honest
CLM50424,POL102862,2025-09-13,2025-09-14,21,2961.15,555-6629,Pioneer Collision,290,honest
CLM50425,POL102864,2025-08-03,2025-08-06,13,7137.78,555-5049,Pioneer Collision,556,honest
CLM50426,POL102866,2025-08-08,2025-08-11,6,2791.21,555-7297,Maple Collision,41,honest
CLM50427,POL102885,2024-11-13,2024-11-14,11,4546.25,555-7110,Fulton Collision,173,honest
CLM50428,POL102886,2025-09-08,2025-09-11,10,5542.08,555-7982,Summit Collision,213,honest
CLM50429,POL102888,2025-11-19,2025-11-23,9,2243.04,555-7560,Pioneer Collision,529,honest
CLM50430,POL102894,2025-10-24,2025-10-26,6,2727.85,555-9311,Union Collision,162,honest
CLM50431,POL102897,2024-10-20,2024-10-20,8,5935.06,555-2205,Summit Collision,72,honest
CLM50432,POL102899,2025-02-14,2025-02-14,7,7008.65,555-2586,Fulton Collision,18,honest
CLM50433,POL102910,2025-03-07,2025-03-08,8,19457.45,555-9052,Grand Collision,306,honest
CLM50434,POL102913,2025-06-04,2025-06-07,7,2326.84,555-5317,Union Collision,274,honest
CLM50435,POL102918,2025-01-15,2025-01-17,20,3941.87,555-2333,Union Collision,379,honest
CLM50436,POL102925,2025-11-25,2025-11-30,13,4751.19,555-6837,Bergen Collision,651,honest
CLM50437,POL102930,2024-10-02,2024-10-05,21,3023.76,555-4258,Harbor Collision,272,honest
CLM50438,POL102936,2025-08-24,2025-08-28,19,2231.97,555-2032,Pioneer Collision,457,honest
CLM50439,POL102938,2025-07-11,2025-07-11,4,12590.7,555-0105,Shop F Auto Body,12,ring
CLM50440,POL102947,2025-12-21,2025-12-22,20,1646.39,555-2071,Pioneer Collision,546,honest
CLM50441,POL102959,2025-06-06,2025-06-08,17,10820.68,555-6388,Union Collision,511,honest
CLM50442,POL102994,2025-09-07,2025-09-10,10,1105.16,555-3284,Bergen Collision,153,honest
CLM50443,POL103002,2025-03-17,2025-03-20,21,10790.59,555-5469,Fulton Collision,393,honest
CLM50444,POL103004,2025-06-02,2025-06-04,9,11477.37,555-3692,Fulton Collision,239,honest
CLM50445,POL103016,2025-08-26,2025-08-28,8,5773.18,555-8261,Union Collision,198,honest
CLM50446,POL103020,2025-12-27,2026-01-01,11,8393.83,555-5872,Fulton Collision,551,honest
CLM50447,POL103028,2025-10-29,2025-10-31,14,3596.66,555-3878,Summit Collision,364,honest
CLM50448,POL103033,2025-07-20,2025-07-22,7,4759.05,555-9858,Sunrise Collision,424,honest
CLM50449,POL103045,2025-09-16,2025-09-19,15,1560.13,555-6848,Pioneer Collision,621,honest
CLM50450,POL103067,2025-02-22,2025-02-26,8,12402.86,555-6349,Union Collision,225,honest
CLM50451,POL103069,2024-05-08,2024-05-11,20,4091.26,555-8810,Astor Collision,9,honest
CLM50452,POL103070,2025-07-04,2025-07-08,17,5216.71,555-6709,Pioneer Collision,459,honest
CLM50453,POL103073,2025-08-13,2025-08-16,8,5713.7,555-7175,Grand Collision,242,honest
CLM50454,POL103075,2025-05-30,2025-05-30,9,1158.55,555-6946,Fulton Collision,71,honest
CLM50455,POL103077,2025-05-23,2025-05-28,16,16198.49,555-8723,Union Collision,42,honest
CLM50456,POL103085,2024-12-06,2024-12-11,8,4175.13,555-5066,Maple Collision,123,honest
CLM50457,POL103090,2025-10-26,2025-10-29,10,2180.44,555-9813,Grand Collision,407,honest
CLM50458,POL103103,2025-02-18,2025-02-22,12,1623.53,555-4376,Pioneer Collision,125,honest
CLM50459,POL103104,2025-09-09,2025-09-14,19,1434.39,555-2280,Bergen Collision,458,honest
CLM50460,POL103105,2025-05-12,2025-05-14,13,7168.48,555-9152,Bergen Collision,45,honest
CLM50461,POL103113,2025-07-07,2025-07-08,13,7294.31,555-9545,Pioneer Collision,490,honest
CLM50462,POL103124,2025-06-07,2025-06-10,20,4506.03,555-4639,Maple Collision,409,honest
CLM50463,POL103137,2025-06-15,2025-06-18,9,7695.47,555-7215,Grand Collision,401,inflated
CLM50464,POL103138,2024-07-18,2024-07-18,13,6833.67,555-6244,Grand Collision,11,honest
CLM50465,POL103149,2024-11-04,2024-11-04,11,7059.11,555-4826,Union Collision,283,honest
CLM50466,POL103151,2025-05-08,2025-05-11,19,5217.82,555-7370,Fulton Collision,469,inflated
CLM50467,POL103153,2025-02-14,2025-02-19,15,10300.26,555-9907,Sunrise Collision,77,honest
CLM50468,POL103154,2025-10-29,2025-11-01,16,4828.49,555-3975,Pioneer Collision,400,honest
CLM50469,POL103157,2025-08-14,2025-08-17,13,7087.55,555-4495,Maple Collision,373,honest
CLM50470,POL103162,2025-05-05,2025-05-07,7,3552.09,555-2977,Pioneer Collision,374,honest
CLM50471,POL103165,2024-02-20,2024-02-20,23,16353.12,555-0101,Shop B Auto Body,18,ring
CLM50472,POL103167,2025-08-03,2025-08-05,6,7755.88,555-8109,Maple Collision,264,honest
CLM50473,POL103170,2025-08-31,2025-09-05,8,6030.76,555-4683,Maple Collision,71,honest
CLM50474,POL103208,2024-04-16,2024-04-16,9,3693.25,555-9633,Harbor Collision,9,honest
CLM50475,POL103213,2025-11-24,2025-11-27,16,1989.87,555-5807,Pioneer Collision,657,honest
CLM50476,POL103239,2025-12-14,2025-12-15,12,2562.79,555-2983,Maple Collision,233,honest
CLM50477,POL103245,2024-12-19,2024-12-20,6,2773.04,555-9267,Summit Collision,46,honest
CLM50478,POL103248,2025-11-01,2025-11-03,13,5693.46,555-7562,Sunrise Collision,340,honest
CLM50479,POL103254,2025-10-19,2025-10-21,7,2686.9,555-6240,Sunrise Collision,332,honest
CLM50480,POL103260,2025-08-11,2025-08-15,20,2525.0,555-7234,Harbor Collision,222,honest
CLM50481,POL103262,2025-06-06,2025-06-07,13,5829.19,555-2510,Sunrise Collision,71,honest
CLM50482,POL103268,2025-02-21,2025-02-22,21,3798.53,555-5066,Maple Collision,331,honest
CLM50483,POL103276,2025-01-25,2025-01-28,11,3643.96,555-8945,Maple Collision,197,honest
CLM50484,POL103284,2024-11-30,2024-12-01,4,12247.34,555-0103,Shop D Auto Body,41,ring
CLM50485,POL103293,2025-06-16,2025-06-20,22,5869.93,555-4949,Pioneer Collision,215,honest
CLM50486,POL103298,2025-12-03,2025-12-06,22,5255.8,555-3641,Harbor Collision,667,honest
CLM50487,POL103299,2024-10-20,2024-10-21,9,5825.24,555-8252,Grand Collision,112,honest
CLM50488,POL103306,2025-05-21,2025-05-21,8,12978.89,555-9251,Bergen Collision,70,honest
CLM50489,POL103308,2024-11-04,2024-11-05,12,6182.74,555-3274,Sunrise Collision,30,honest
CLM50490,POL103312,2025-03-13,2025-03-14,6,7636.99,555-8025,Pioneer Collision,435,honest
CLM50491,POL103313,2024-07-10,2024-07-14,19,3488.22,555-4847,Grand Collision,177,honest
CLM50492,POL103316,2025-06-29,2025-06-30,6,3660.21,555-2382,Bergen Collision,17,honest
CLM50493,POL103328,2025-03-22,2025-03-25,8,3754.17,555-3487,Astor Collision,140,honest
CLM50494,POL103341,2025-02-01,2025-02-01,9,11454.59,555-2992,Bergen Collision,238,honest
CLM50495,POL103354,2025-06-19,2025-06-24,15,1903.33,555-2498,Pioneer Collision,107,honest
CLM50496,POL103361,2025-08-20,2025-08-21,9,23136.26,555-5943,Astor Collision,544,honest
CLM50497,POL103363,2025-03-09,2025-03-12,12,2792.91,555-8977,Fulton Collision,269,honest
CLM50498,POL103364,2024-07-17,2024-07-18,13,2211.45,555-2446,Summit Collision,83,honest
CLM50499,POL103382,2025-09-26,2025-09-30,19,6264.95,555-9622,Bergen Collision,360,honest
CLM50500,POL103391,2025-09-14,2025-09-18,16,6435.97,555-6506,Pioneer Collision,509,honest
CLM50501,POL103393,2025-06-08,2025-06-10,20,3914.48,555-4909,Bergen Collision,164,honest
CLM50502,POL103396,2025-01-25,2025-01-28,12,4886.84,555-5040,Fulton Collision,171,honest
CLM50503,POL103415,2024-06-06,2024-06-11,14,2478.2,555-8737,Grand Collision,8,honest
CLM50504,POL103444,2025-10-18,2025-10-18,11,2318.01,555-8824,Harbor Collision,344,honest
CLM50505,POL103446,2025-12-04,2025-12-04,15,7054.76,555-6124,Astor Collision,289,honest
CLM50506,POL103447,2025-07-25,2025-07-27,8,3489.28,555-7871,Pioneer Collision,143,honest
CLM50507,POL103468,2025-12-28,2025-12-29,18,4103.13,555-9007,Fulton Collision,315,honest
CLM50508,POL103469,2025-04-16,2025-04-21,14,4937.95,555-8301,Union Collision,346,honest
CLM50509,POL103471,2025-06-25,2025-06-30,21,1469.37,555-4018,Pioneer Collision,514,honest
CLM50510,POL103478,2025-07-21,2025-07-26,19,2082.07,555-6692,Union Collision,122,honest
CLM50511,POL103479,2025-02-21,2025-02-23,9,1346.13,555-3913,Harbor Collision,201,honest
CLM50512,POL103481,2025-05-04,2025-05-06,8,8628.05,555-4735,Grand Collision,219,honest
CLM50513,POL103484,2025-08-31,2025-09-02,9,9349.95,555-3538,Grand Collision,572,honest
CLM50514,POL103504,2024-08-29,2024-09-02,11,9188.05,555-2797,Harbor Collision,165,honest
CLM50515,POL103513,2025-01-22,2025-01-27,10,1293.16,555-7110,Summit Collision,248,honest
CLM50516,POL103518,2024-04-03,2024-04-03,13,2275.73,555-9876,Fulton Collision,67,honest
CLM50517,POL103523,2025-09-16,2025-09-17,14,4335.91,555-8271,Grand Collision,593,honest
CLM50518,POL103541,2025-10-01,2025-10-02,18,6364.96,555-6312,Astor Collision,317,honest
CLM50519,POL103564,2025-12-14,2025-12-18,13,3010.36,555-6029,Fulton Collision,301,honest
CLM50520,POL103572,2025-05-28,2025-05-31,14,4525.3,555-6502,Union Collision,38,honest
CLM50521,POL103593,2024-12-09,2024-12-10,16,1923.04,555-6951,Fulton Collision,309,honest
CLM50522,POL103596,2025-11-22,2025-11-22,20,1999.09,555-4729,Bergen Collision,150,honest
CLM50523,POL103598,2025-07-15,2025-07-16,6,5468.37,555-6855,Grand Collision,455,honest
CLM50524,POL103601,2025-07-12,2025-07-17,15,5098.46,555-7272,Union Collision,296,honest
CLM50525,POL103607,2025-04-25,2025-04-29,9,2317.26,555-6373,Harbor Collision,2,honest
CLM50526,POL103611,2025-09-14,2025-09-15,11,8163.44,555-9198,Fulton Collision,152,honest
CLM50527,POL103626,2024-12-08,2024-12-13,14,5485.91,555-7384,Sunrise Collision,118,honest
CLM50528,POL103629,2025-09-24,2025-09-26,17,3354.14,555-4891,Grand Collision,537,honest
CLM50529,POL103645,2025-06-24,2025-06-25,6,5422.72,555-2823,Fulton Collision,396,honest
CLM50530,POL103651,2025-11-03,2025-11-06,21,2019.8,555-9909,Maple Collision,222,honest
CLM50531,POL103653,2025-07-26,2025-07-27,9,4189.52,555-2630,Grand Collision,173,honest
CLM50532,POL103655,2025-12-14,2025-12-18,11,1558.49,555-8848,Maple Collision,283,honest
CLM50533,POL103667,2025-11-21,2025-11-26,8,7499.89,555-7891,Pioneer Collision,239,honest
CLM50534,POL103674,2025-09-20,2025-09-25,15,2502.79,555-2120,Sunrise Collision,382,honest
CLM50535,POL103684,2025-05-27,2025-05-31,12,4817.49,555-3656,Grand Collision,13,honest
CLM50536,POL103703,2025-12-22,2025-12-26,7,3373.73,555-6141,Grand Collision,619,honest
CLM50537,POL103712,2025-11-26,2025-11-29,18,1348.2,555-3066,Sunrise Collision,563,honest
CLM50538,POL103716,2024-08-15,2024-08-16,12,6115.43,555-8148,Grand Collision,140,honest
CLM50539,POL103719,2025-01-24,2025-01-24,6,1728.05,555-6460,Harbor Collision,31,honest
CLM50540,POL103730,2024-08-10,2024-08-14,13,3118.12,555-8193,Sunrise Collision,182,honest
CLM50541,POL103732,2025-07-26,2025-07-28,19,2869.66,555-5042,Harbor Collision,249,honest
CLM50542,POL103733,2024-11-12,2024-11-12,12,2285.23,555-6423,Fulton Collision,53,honest
CLM50543,POL103737,2025-10-23,2025-10-27,6,8706.27,555-7483,Fulton Collision,349,honest
CLM50544,POL103738,2024-02-18,2024-02-22,18,2308.94,555-7162,Pioneer Collision,40,honest
CLM50545,POL103741,2025-03-03,2025-03-07,8,2066.15,555-5453,Sunrise Collision,396,honest
CLM50546,POL103742,2025-07-28,2025-08-02,8,7342.1,555-4007,Sunrise Collision,490,honest
CLM50547,POL103744,2025-12-01,2025-12-05,15,1940.05,555-3852,Union Collision,300,honest
CLM50548,POL103762,2024-06-18,2024-06-22,11,1395.54,555-4501,Fulton Collision,90,honest
CLM50549,POL103765,2025-05-25,2025-05-28,7,3238.48,555-3196,Union Collision,11,honest
CLM50550,POL103769,2025-10-21,2025-10-24,9,3619.11,555-8816,Maple Collision,629,honest
CLM50551,POL103779,2025-06-03,2025-06-08,18,9550.08,555-7244,Bergen Collision,500,honest
CLM50552,POL103798,2025-07-20,2025-07-21,17,3596.8,555-6804,Grand Collision,138,honest
CLM50553,POL103802,2024-07-27,2024-07-27,4,5824.07,555-0104,Shop E Auto Body,22,ring
CLM50554,POL103804,2024-08-28,2024-08-31,18,7172.61,555-6591,Maple Collision,51,honest
CLM50555,POL103818,2025-04-03,2025-04-04,22,1170.69,555-5285,Maple Collision,385,honest
CLM50556,POL103821,2025-08-28,2025-08-28,8,5573.93,555-4453,Harbor Collision,290,honest
CLM50557,POL103822,2025-07-27,2025-07-30,8,5348.3,555-9059,Sunrise Collision,532,honest
CLM50558,POL103828,2025-03-31,2025-04-05,19,4803.64,555-7045,Astor Collision,299,honest
CLM50559,POL103834,2025-06-11,2025-06-14,11,8815.1,555-4567,Fulton Collision,146,honest
